ASASSN-15fa		B		17.82657860691475		16.4723		123.82600000000001		17.880387428717036
ASASSN-15fa		V		16.915229422267334		15.9414		123.82600000000001		17.588567818026604
LSQ12gdj		B		16.530757180156527		15.945		140.0		17.180936953847944
LSQ12gdj		V		16.71307013541299		15.95		140.0		17.537113012729396
LSQ12gdj		I		17.2330000000001		16.55		140.0		17.676964178391334
OGLE-2012-SN-040		I		16.47973374897308		15.948		65.742		15.819530353696905
OGLE-2014-SN-024		I		20.282506021586947		19.689		480.0		20.2247327857041
OGLE-2014-SN-107		I		18.53356246567758		18.115		311.0		19.03250914612178
SN1986G		B		14.086623376623903		12.41		2.8		10.05730574112734
SN1991T		B		12.473873873873941		11.66		12.6		12.238892185047355
SN1991T		V		12.00832876712331		11.44		12.6		12.014460835176887
SN1991T		I		12.051805825242724		11.62		12.6		12.089471444034423
SN1995al		B		14.291666666666666		13.36		27.0		14.041923820794931
SN1995al		V		13.542857142857068		12.7		27.0		14.08369024936625
SN1995al		I		13.895789473684198		13.53		27.0		13.65016618921597
SN1995bd		B		18.30561983471075		17.29		55.0		15.692447579702637
SN1995bd		V		17.184132231404963		16.49		55.0		15.404258984661315
SN1996bo		B		17.546086956521		16.15		57.0		16.248255582709348
SN1996bo		V		16.43095238095223		15.75		57.0		15.461931421219372
SN1996bo		I		16.189666666666596		15.67		57.0		15.492458278362353
SN1997cn		B		19.314230769230754		17.46		72.0		17.331430559079394
SN1997cn		V		18.056651376146796		16.62		72.0		17.109569408761853
SN1997cn		I		17.200784313725517		16.4		72.0		16.40118248215638
SN1998ab		B		17.998977412731044		16.384		90.0		17.515239154999545
SN1998ab		V		17.027252566735132		16.215999999999998		90.0		16.650392670399945
SN1998ab		I		16.608761806981523		16.473		90.0		15.93608040756624
SN1998de		B		19.322599999999262		17.535		66.0		17.058732877708415
SN1998de		V		18.142989690721492		16.81		66.0		16.764201121008078
SN1998de		I		17.221249999999703		16.471		66.0		16.14007667770892
SN1998ec		B		18.270163636363552		16.705		85.0		17.328505319480453
SN1998ec		V		17.104193939393948		16.316		85.0		16.491479283116938
SN1998ec		I		16.832969696969712		16.452		85.0		16.16211935584421
SN1999ac		B		15.382204081632866		14.259		34.0		14.783262115823788
SN1999ac		V		14.926524271844594		14.136		34.0		14.505295711424772
SN1999ac		I		14.619944250871093		14.232999999999999		34.0		14.1809509754552
SN1999aw		I		17.53007142857135		17.116		178.2		17.816832498504162
SN1999by		B		15.458782178217993		13.602		13.1		13.634331676298839
SN1999by		V		14.384179999999818		13.135		13.1		13.126369098278548
SN1999by		I		13.736099999999743		12.83		13.1		12.851267278278456
SN1999cl		B		16.154300000000372		14.989		11.0		12.385745525791592
SN1999cl		V		14.741863333333226		13.869000000000002		11.0		12.179114195790962
SN1999cl		I		13.657388059701493		13.075		11.0		12.00961357504486
SN1999da		B		18.84021827411138		16.765		54.0		16.98451816967284
SN1999da		V		17.433165853658657		16.217		54.0		16.152163072285756
SN1999da		I		16.606893939393963		15.949		54.0		15.572441344569416
SN2001V		I		15.399380149628723		14.4		59.0		16.252374911880537
SN2001ay		B		17.653613483939434		16.719		137.0		17.572411985093904
SN2001ay		V		16.96349116918732		16.591		137.0		16.900692010085706
SN2001bg		B		15.189518703241811		14.181		21.0		13.592804483644553
SN2001bg		V		14.515090909090848		13.8		21.0		13.345168655487686
SN2001bg		I		14.839818181818174		14.171		21.0		13.537168837305952
SN2001br		B		17.71841353383437		16.476		92.7279		17.11176593437076
SN2001br		V		17.12927272727254		16.339		92.7279		16.683573667795223
SN2001br		I		17.006030075188082		16.36		92.7279		16.72958306970954
SN2001eh		B		17.383174496644273		16.821		160.0		17.441253255561474
SN2001eh		V		17.253147208121856		16.757		160.0		17.424286050335503
SN2001eh		I		17.510439597315248		16.992		160.0		17.7319316582458
SN2001en		B		16.526656410256514		15.237		64.0		16.365997977611876
SN2001en		V		15.871066666666707		15.198		64.0		15.7015574699195
SN2001en		I		16.119409599320424		15.392		64.0		16.040640777749005
SN2002bf		B		18.097384580980858		16.492		98.0		17.688098796755412
SN2002bf		I		17.075197444844743		16.589000000000002		98.0		16.621420329700765
SN2002bo		B		15.422251924671299		14.024		22.4		14.222842760982637
SN2002bo		V		14.3224203681055		13.605		22.4		13.488827427142013
SN2002bo		I		13.999879396985163		13.54		22.4		13.378947870565629
SN2002cu		B		17.742041666666843		16.356		105.053		17.563296670363687
SN2002cu		V		16.96347916666675		16.273		105.053		16.8039753578636
SN2002cu		I		17.150402985074656		16.452		105.053		17.07536175805008
SN2002cx		V		18.320416666666524		17.45		165.0		18.055878471069324
SN2002cx		I		17.495000000000342		17.3		165.0		17.336879721070023
SN2002dj		B		15.449060200668654		14.304		37.0		14.994349292575471
SN2002dj		V		14.811567164179092		14.128		37.0		14.527511471081226
SN2002dj		I		14.999700000000164		14.337		37.0		14.75834422033521
SN2002dl		B		17.865666666666908		16.112		57.0		16.697733278362758
SN2002dl		V		16.956868421052835		15.949		57.0		15.955247725731184
SN2002dl		I		16.157346938775643		15.913		57.0		15.099301706934071
SN2002es		B		18.578061435739357		17.307000000000002		75.0		16.68703054168287
SN2002es		V		17.241999999999795		16.752		75.0		15.769716316958192
SN2002es		I		16.66317258883262		16.211		75.0		15.992008773811484
SN2002he		B		17.500473684210263		16.383		109.0		17.30579691075542
SN2002he		V		16.91484210526305		15.8		109.0		17.524429226545063
SN2002he		I		17.20478947368425		16.466		109.0		17.213123858124227
SN2003fa		B		17.51719537787989		16.734		168.0		17.825022998624334
